Total Print Distance,X-Printer 1,Y-Printer 1,X-Printer 2,Y-Printer 2,X-Printer 3,Y-Printer 3,X-Printer 4,Y-Printer 4
314220.306851,80.0938356995,554.785042129,338.871738249,662.004224172,747.646583079,8.38764728648,445.801497243,826.058033288
350757.808584,618.87657784,435.253374299,711.693146783,302.173235986,661.448657908,626.336167843,752.237204381,778.79649954
238598.210263,299.327345792,307.782755739,614.680378542,529.037631676,723.780731459,538.427138324,240.62181,874.432348831
269504.258675,22.1078793607,239.899516942,392.005327236,332.798569413,142.934177088,552.458980019,134.047750886,867.334738874
302102.621017,692.910730584,333.88438446,774.244573611,230.394132771,300.657665818,982.025047782,777.118537149,837.054458706
461749.981403,20.6670816407,71.3665137688,35.4827173013,374.283039606,98.2292623592,373.904391174,106.7329985,777.787417174
247112.083697,136.823796068,358.169666956,475.072818338,129.241754407,123.481293838,641.029893905,660.998079847,786.440199394
253308.161317,231.804499179,569.51862921,139.164139198,674.02018217,760.670760419,402.997698588,521.112701049,869.419407518
424887.831854,111.521157796,42.4891352159,288.610944847,26.3556121558,413.190323027,23.4994802829,420.32252444,1005.13511628
294132.196575,270.761413282,447.186401979,353.369561425,464.600419185,315.468162326,596.762114969,673.445513905,1009.91500138
244413.440418,228.442054215,433.32013824,507.030874016,232.135120224,263.373702834,508.260349307,613.606994617,772.951065924
294479.048073,459.81456123,42.0626265251,501.997604991,706.742272311,257.962456191,1007.51363171,723.690008908,919.73209604
279881.694715,367.67487312,384.771212773,61.3929514544,570.867781629,467.904752507,460.982609486,43.9851952069,682.816092698
215792.214847,401.914344077,263.432175648,453.069362742,202.425494536,166.285816507,766.727196823,766.799931129,519.126513089
247254.925438,270.282512925,501.607990797,331.277672785,557.713807228,667.525737985,176.110283134,634.52311418,376.084897645
261317.32597,443.179408991,488.524893455,402.138067591,620.739665738,18.2028769514,763.328457674,701.090083392,475.089643226
482305.691233,702.130606087,670.69576692,664.085588135,768.34397743,570.08054591,948.327514878,741.055976196,932.800184538
331126.691411,393.597055715,113.152629684,448.238146425,118.480716723,98.5401890635,460.768260149,345.339995249,409.360084652
312133.227599,668.501814526,11.9773592269,69.9816980834,813.279223876,514.627534891,768.761787392,744.797619623,689.224281134
302068.222926,517.100216989,187.568797825,633.16371968,177.030726472,757.105034065,250.724331693,37.1559917501,854.310774598
348291.066973,116.905755609,547.033277556,85.7242291591,589.114662179,756.626991589,623.886164406,678.142719397,863.92126524
277227.385456,97.3725255076,480.656551691,324.954293799,404.069787934,386.614460726,665.300568696,618.465042383,609.09172871
269567.752535,593.142752369,158.375061263,643.037259719,54.2985084604,589.967531804,346.682983799,56.1568387356,824.648027437
374460.434868,84.8705693647,144.244905806,237.090574951,2.50347463769,258.831378736,817.903326311,583.961378643,993.724827669
279436.34128,106.188883783,303.125648053,424.590783918,68.5928607631,37.8796711241,573.432952685,658.636856624,531.621956548
235362.097569,165.331232702,705.66227803,613.558410092,389.636450103,86.4488878677,970.988600948,277.762251896,940.186193811
258587.852661,633.959583163,198.376610147,29.4831119583,790.410636848,697.816847698,600.254458515,98.2835421487,968.890849995
416580.232642,1.61434162327,75.167772769,291.444892769,65.3875820506,19.0857497627,708.146437796,80.2989337873,881.047324775
285469.081433,155.925027442,182.96668902,362.065073277,417.398157476,61.5723012643,616.453660834,381.725385789,747.737233314
401261.076909,224.139442156,58.4465052045,641.455962813,443.211979464,668.353888975,476.297528347,733.847264511,410.177763204
286647.997386,237.834163148,1.9717610386,371.120484074,224.318320746,451.038226626,208.154374556,422.548355651,840.302614861
359128.785584,224.219278527,101.437705053,258.077002997,820.789354228,212.526723825,838.474790165,444.430166549,894.784670906
317730.985191,534.389314901,46.3064606715,60.4052377527,796.670605838,160.794973949,855.524710794,455.129795403,933.609061571
394250.055756,117.443743039,3.55523130458,167.079905882,223.599229784,17.3903490072,758.339220029,323.376787287,902.359250165
197295.182578,391.652327671,302.804678646,524.315086299,331.978710579,197.103713296,810.445686783,718.766579091,704.071253083
295087.386001,451.691194668,372.134795294,604.151031249,692.079610309,663.319379305,644.193487556,575.461064222,1006.09933077
248021.634259,565.733601392,320.823134811,10.9246867904,865.572023205,178.598743532,975.962433779,700.26835059,802.457640424
262139.489465,195.060489403,0.160910297626,411.259388876,360.690009625,746.184030962,127.117212865,174.150552818,930.320164407
262014.565487,277.104697046,123.202996788,340.295785356,317.88678175,394.576369193,267.248469874,270.386977439,756.764356499
265990.908767,332.624819649,97.9088682353,371.821993538,300.667005333,298.128383244,427.155717572,287.370211826,703.624184738
355706.510277,219.228063323,82.9892218987,161.917337963,189.275136302,466.059630696,752.402163588,665.860837979,757.765126918
252075.695584,408.332862817,323.010214776,542.211488609,594.382099743,365.754609392,1002.16101997,669.582376386,987.307118521
267510.32329,63.5855793295,385.876621683,474.164421122,216.350349248,745.267027255,230.276912943,541.276605289,747.931003056
252614.338446,580.491447775,212.067588802,621.646568969,125.498288365,409.757454475,640.778837066,742.170442696,354.607306961
282673.790341,13.6062277072,119.543776755,267.047395055,469.006218168,721.716636299,96.9386629957,492.657015054,623.118400141
211184.999605,486.3709853,230.81444293,107.878006753,755.098603414,725.803112483,358.455490305,784.629310508,875.729078815
282858.766628,615.747634677,72.5067480214,738.631678024,523.953289272,90.5127421,966.803738238,441.298400889,902.507764827
300133.617935,76.7082583289,150.434703444,377.380369629,523.808381171,780.798986196,2.74632302365,630.370771374,563.358540434
221898.592563,228.589268757,266.23272483,558.710353264,333.061524657,326.250591171,875.075579028,478.059601443,847.557502009
298831.438412,114.796927187,245.878458621,136.633488187,498.605607742,572.962525335,583.67478377,572.005732697,912.597411562
248742.333753,92.5047235311,37.2186764518,310.035717996,593.114160946,661.735388872,141.434188192,624.197019445,899.639671909
283195.63169,486.895360192,37.0496704705,264.436678647,614.331369562,674.44074566,1.50909083861,242.912133581,909.170797344
250884.275763,125.15532314,189.993100894,150.826023837,484.755261047,582.457967276,237.7806254,412.680641144,999.552862677
269354.029675,99.6131909162,90.7563591111,344.732480488,363.148851651,576.940936193,17.9898229166,381.227659781,668.66188797
276585.993251,662.615328126,390.892789982,399.301251518,722.902748204,493.359580842,685.58410439,753.468470144,532.428835277
249651.51367,114.720263598,388.253559058,568.626498302,344.272817279,628.016927658,498.291471011,495.767171743,751.015831595
294901.776454,63.196815728,43.13205631,430.583493755,17.0761078295,269.787822738,550.748154212,743.50253817,832.952121431
225577.110585,88.7268691722,424.711127465,421.806167161,340.293224916,544.141856778,419.382858621,264.595462998,836.137572436
220496.632435,472.348140495,321.804478701,36.8352268976,634.320580698,617.411495965,420.138402204,230.629022843,738.045195453
321322.891524,290.896190355,267.090010076,527.123832726,330.939464568,639.3698851,28.7725408123,581.835088215,423.041142452
369766.403757,219.828722152,182.384697757,53.1092912245,424.404784359,31.8433614607,440.778759618,675.150419379,716.696618987
533326.905238,92.9380458402,871.038239683,182.583410225,919.983335277,248.876466944,916.557887158,502.592705277,914.958433314
279892.079985,51.7599154984,567.55356171,531.695935226,406.23199385,762.363287196,180.954535875,749.135891018,268.888073447
330226.988681,107.040834052,195.595852678,49.3636256199,630.776212439,729.171490592,617.41060465,720.238873056,790.329757828
329999.448604,53.3802877425,116.779930587,564.41329687,106.196342257,462.202684197,408.830475665,528.991234839,365.00846252
274555.652598,560.951001119,167.657663992,77.4284434658,777.998733474,67.9027503854,879.750690311,256.310018618,886.299433496
233761.931147,381.645704409,300.238618303,249.545322591,688.787730524,405.519204688,728.87453225,200.410073203,953.780706889
440378.605733,277.081358052,766.275673896,428.810040792,787.422963205,339.038517516,874.831411551,460.593227756,893.674106165
216035.405927,493.525128258,314.405433607,98.5288803064,670.885207181,557.694019123,484.110412736,587.225197501,685.798728906
276731.28432,340.494596757,462.232670543,132.263037156,582.025083251,724.328106508,683.268826153,603.35005697,998.928548828
311353.945697,108.838032158,2.56470416186,96.915572277,122.778150935,160.805879723,524.061361352,581.65031124,539.285791775
341340.132375,315.731417378,526.22291076,84.2321417469,824.763495606,192.442804015,901.852902119,108.631832709,927.364890483
290840.461431,143.005883921,122.090434986,137.964636478,489.574507277,179.17982877,710.671452676,765.45107983,560.328100173
278532.296,31.767137584,541.675676254,430.105898747,367.462507224,647.31382871,658.596807393,630.866667984,700.833274365
247575.469109,144.664260489,341.860476025,556.538186284,359.243646313,422.103173529,932.717675572,558.629164345,960.237177128
333918.669831,600.357264685,585.067436858,216.395482627,903.879353271,314.182068261,883.768855784,386.477450944,980.413235768
306717.715488,35.687891354,62.5918296342,41.5494291863,337.329557399,508.283234825,168.674555979,261.908428803,992.258926776
205551.116445,264.336678638,604.14432508,616.049762495,275.954956928,662.774025313,658.539432896,257.503576604,973.954086582
262304.109672,212.205821463,338.641862477,616.251512656,44.6987092008,429.967726782,542.77499104,745.077106438,589.312321648
267632.623623,111.07284172,297.655153182,407.906078007,420.951944021,597.425453411,423.788390291,520.270070001,944.138065807
222529.973184,89.5195560678,506.771285555,536.975092262,432.166799829,217.755325981,752.870482183,718.844405859,684.479358948
246712.653338,358.709438004,46.8520552593,309.838704807,274.83656694,245.725974812,643.775765075,726.180779952,753.794601877
228299.60471,454.111946615,55.0714010904,167.895422773,443.929401648,510.733724196,410.752876185,150.086725938,858.321125364
259992.18895,321.276546524,8.23010759051,96.0963621103,549.286437816,518.179922154,215.58531947,781.693709829,573.612516436
287031.787675,202.27224941,366.941926551,430.745866598,61.1701617776,555.566094251,468.586531207,756.666886344,513.300752545
242449.21439,156.335585144,227.091568536,655.481546538,158.113877713,175.79812008,713.707853577,316.716956202,940.131394247
264932.618623,384.409402511,222.610606374,112.233389806,550.956204845,154.960170551,554.655158485,444.879182511,503.403796351
207185.348684,243.995186544,314.147195338,447.637292207,175.171389501,630.71536939,389.854786765,339.614644216,732.361266408
298112.707056,475.608622116,36.3941724049,753.637570732,97.1795610039,565.814198335,606.603048027,415.189343745,982.863806581
260302.39957,431.153499173,141.158214395,595.335784159,284.367023678,582.01940776,627.358287189,351.120701364,1003.72069562
251256.357634,302.416452059,459.677215964,569.316267276,65.9086660593,746.022732621,341.019331451,536.778686702,698.607495658
242810.026447,610.181579633,191.759337169,642.036209433,214.650813283,375.251384791,732.053774149,637.967620758,884.075228583
293132.713506,323.265676401,144.409094075,354.929964827,167.149352168,333.379388046,443.648803703,123.013821327,953.04442432
307538.676167,231.892017446,383.997317299,2.4463266173,881.79243411,604.608214196,695.000406523,377.165525571,932.058134765
286425.683718,23.3589133237,116.69086534,526.955092864,497.141939645,740.689929694,409.2546299,402.403941434,934.00729616
321778.666567,325.414490024,311.904773079,405.662717369,338.769837556,629.357355277,377.254000755,740.415196514,450.100143453
276890.849735,364.506110248,144.734572994,407.581019424,85.6560245998,407.960354625,406.994892846,71.6839647356,826.437302608
290936.439045,170.480824932,297.033588928,405.568938691,85.0347363685,357.439962608,753.562873126,71.8003260576,864.864608188
266797.173539,38.6054223707,217.370542936,5.11241201093,320.958311936,594.198207779,354.433504419,175.094043146,891.846445424
251829.828707,636.400774278,244.211565847,228.559602453,770.127462848,116.849087865,801.548977695,299.303423493,791.918152016
328581.746341,224.265780342,212.479594792,477.246228772,11.601538936,18.8210557172,588.324327589,158.359066669,778.875647366
312876.328837,45.2740349042,316.932102762,493.708116749,491.99707775,538.485106469,809.020010007,723.506562265,855.481593149
289155.853876,262.632354168,645.426569977,510.472514265,701.074250528,718.601004144,505.120907696,715.415909357,577.224528125
324445.805632,162.472392783,394.441534963,197.256874987,406.74903808,358.799941776,428.320322265,637.307144783,716.880281463
360736.779116,90.5261721689,43.5516734207,0.501649968229,404.083414964,426.534514018,546.763757703,396.568338029,581.955465432
389752.658996,51.3852532603,682.091054335,397.458641244,691.627151494,113.476609802,818.893125276,441.946077327,772.091540741
319389.83468,428.481810612,120.565301661,620.699779353,259.103866871,702.01665413,360.11493318,672.69810089,831.520815754
288631.800516,183.899055533,247.703205938,364.594642642,319.427460022,24.9105589766,972.898034612,686.730782178,890.465482931
244909.024499,502.196838212,287.364997716,613.414941146,482.246887714,40.4411275535,909.931766637,311.970077504,998.033619945
287608.761683,31.8767037871,320.143796508,573.894858517,218.542500662,778.305592568,328.131052663,48.8800944826,864.158375352
227794.400804,315.60827543,420.626349375,636.263043898,155.294907017,302.487693276,802.083037005,274.59683146,989.47519058
332502.785225,290.989240793,88.5247744343,641.945360939,315.827999217,724.756322204,118.739099919,694.639482261,805.76238621
334219.322981,94.5940129521,129.079396222,170.409754193,451.859701106,355.708852754,466.605311544,27.8094081475,762.916794186
228616.464131,152.642872227,407.692089812,496.414796816,42.3028513179,614.395615385,377.030332726,413.136783609,774.414230045
209485.048314,328.554782395,447.177977277,579.328545795,196.52179331,752.319244756,553.291022066,379.61213382,865.720988871
275170.410508,315.028400611,428.38492515,640.563892603,342.184481463,642.638584453,628.875400382,774.502975186,592.309938755
290276.282147,722.815849665,252.351327314,777.208104501,196.400877798,106.129137583,858.127543161,754.923391407,905.790904022
353379.917294,185.051672728,260.578211926,375.575932541,123.818991117,180.581789291,525.690569087,99.2615009094,551.404305191
284550.949166,557.727381777,425.380441793,599.856430883,414.939072476,438.434230577,896.789197901,781.743640427,803.73854434
462267.486315,79.4298322067,228.756053638,92.3339073101,967.977223327,60.5142784195,973.889600364,332.025845472,942.347530852
300738.724592,67.0958853624,465.422239975,514.606801163,147.600028441,725.056244107,34.406083491,691.121519492,924.639555847
268740.485018,486.671136034,0.476074004281,313.924338428,489.324103801,622.265109858,142.633657211,647.673623204,365.392756939
370477.704498,41.5140319076,50.8005068471,222.942501987,369.329644917,672.974021498,709.054574971,756.217681576,782.994269991
341712.267809,79.2241681895,56.3491882062,462.60889731,158.307247345,398.71430042,991.673134397,435.939700754,993.691355282
308157.140211,63.0635678412,369.642273112,160.696566344,379.863422607,664.672707303,44.1738342873,642.266737955,496.292760342
264424.229649,613.821757892,252.528324798,51.4336440442,926.081838357,419.467181819,847.449250866,295.341905973,909.568495671
322238.472593,257.202510321,293.326927843,261.929393073,386.951963863,102.221495067,499.833189702,725.941757625,825.376131286
323486.018996,46.3920094936,210.223343526,110.917833482,489.585507437,311.274584248,430.879719245,473.298887536,838.217929025
350970.868921,80.4494909784,1.98288540079,586.612918548,65.930961102,714.620678459,591.691539206,627.272077672,871.999231864
289599.49205,87.5568736143,422.001803173,720.349514316,410.499765488,700.6374956,756.597364569,435.879647165,1003.4431955
240403.551887,293.705547594,302.105611881,146.295257975,519.604568705,705.461595552,343.972315288,77.5727647941,876.814809839
256651.869149,298.675540152,210.076382769,32.8182566892,595.257415282,600.619263784,558.395039773,46.2962425002,951.326799605
255092.814824,185.184808548,484.398017192,198.007356414,711.144533765,758.256477462,43.7810510667,763.848808904,599.769290985
262349.017019,68.2561367654,150.173625377,351.323131629,232.99810496,370.35641281,681.927366068,632.940900821,725.297427778
278114.798367,112.674902018,17.253603414,410.828258525,41.6433128343,393.802062,616.690177924,729.5294328,453.447559066
265982.842359,220.26792763,647.778033135,27.7996444756,728.711379959,752.447676308,390.848809635,736.789975714,733.595934679
322784.274311,236.179327369,49.4212341467,26.4235404462,522.136752531,495.080780403,613.258734127,685.067947072,693.698812867
311102.218435,492.820589166,174.07199549,30.6085309008,553.882865777,721.573242986,10.5928272911,45.9292634962,884.650668621
260580.798799,195.090606206,194.830794383,709.223648842,310.828938725,141.176067973,782.886171346,3.89824665222,889.43186758
252435.098078,569.710383011,32.6694336684,630.360184405,566.439390573,476.126832406,757.565675925,238.382180544,862.480265266
262434.171236,472.437534787,256.146335362,633.091190238,319.51354149,460.234872451,590.954821942,506.069585418,631.343947269
392386.023288,296.672432247,229.624840659,457.062987526,17.7108251545,524.332871275,242.958702106,724.0260725,210.160277334
313096.669458,389.712389004,568.972479853,728.440107835,579.586284898,735.800832502,720.99031335,564.981793564,975.351904063
340084.25146,3.03924919834,219.27805985,278.492424162,42.281977644,766.062956755,530.195182027,516.899136494,867.543233504
291585.06609,252.427486708,287.126256851,484.068211415,676.988739947,340.009079915,902.42540321,544.740829714,823.389158822
204240.734499,409.454259517,258.687253359,688.192974058,405.349325965,288.002257475,756.211497807,186.073830414,932.655861025
248137.967828,93.6517095521,139.989097804,574.481064024,411.872895222,38.3962342706,827.790716224,712.133516431,965.986525241
267538.689727,321.66046406,38.5363410996,83.7549412227,673.635526522,550.145767311,556.218382021,607.34360552,701.606701115
373803.903153,131.4443813,25.7547095218,165.738144946,9.65689036136,180.662724246,302.49084439,433.26306269,399.606593708
363264.73411,660.920383411,493.965181628,545.402153946,729.503778349,628.192177611,684.648271947,770.160548803,720.588951638
276048.998014,13.1587530626,494.371013058,546.820894609,180.819173706,750.757722268,626.053377385,732.343443139,894.874783406
297472.330746,1.85341635493,435.152987998,280.794079019,366.509179893,231.150163144,582.032009653,782.03644247,80.062684009
388047.853377,110.148879088,619.477609257,639.612589454,729.692762072,686.116095632,762.516692352,778.843969492,894.976331767
216037.806502,314.681791249,523.649925981,510.898698726,339.560323479,593.929468316,236.528483331,281.294560993,692.384588696
355467.560713,105.683405027,154.564782197,215.780324584,370.093081962,348.125570719,833.460017943,353.342965484,955.39243616
267986.459263,355.945768536,218.525423242,103.360801633,536.387451404,279.509710717,755.797459032,349.891908965,986.660932555
262954.917607,269.76899431,751.302071566,691.98331131,417.415965282,673.176813971,500.393164161,378.555733414,958.443131515
305159.00583,226.849277795,344.375790435,484.897689886,223.458792146,8.41322374412,585.603917684,32.2354156473,646.745825972
263977.029357,25.140177206,156.68923769,469.334109582,184.30705184,55.4756281776,695.57423345,594.860069719,880.568191551
237383.367529,165.488167572,232.2079013,474.872035439,127.801791494,310.977788166,635.734047403,769.52226061,589.146637943
293232.648799,366.274737899,274.23352375,424.069937527,214.832673952,432.98753168,426.795797776,664.971277102,593.600537377
312638.931329,148.591599886,211.226092002,556.196241449,29.6332768945,53.783481619,763.374940892,301.992348578,887.340797469
405305.184914,190.401881897,584.129323476,114.975018998,775.22867968,50.4914379898,811.139841429,327.514308174,838.774835473
232945.554962,423.818715674,334.255902561,677.143256888,586.159703629,207.466619817,948.056940779,505.980291925,840.646054348
290696.430997,5.29714625124,413.283665602,468.203243023,121.509610508,36.5292986419,742.804124164,248.668547617,750.331611559
320470.123533,152.751279595,389.758804447,365.205554172,476.641982962,602.119523057,707.10310668,744.330133698,925.237150221
310689.370082,254.257112833,83.124191848,283.085199809,555.746534713,384.087176682,824.608097472,487.682695422,899.415683102
262290.245499,716.075766371,49.6739956426,47.7024000194,770.623127138,507.063238819,595.845695658,633.032257813,992.029339225
278579.592609,268.763048053,476.166060117,447.380697784,452.211237338,495.596579545,425.810504864,643.034974346,572.228312968
370329.060434,414.228829858,44.3338906687,487.597713444,4.89879179173,575.436211178,116.573565592,29.5351793748,939.563652166
240338.421654,430.810623718,298.740291828,500.172020843,491.912612781,753.484444887,642.778418195,336.803770165,948.364345948
262219.499992,17.779656858,591.304861689,605.904027772,107.306020001,388.094041265,764.242082533,732.656233651,718.632899991
246273.950889,246.038827067,334.227121761,253.677933555,561.509822605,100.100361431,802.083840547,770.01497571,269.696794273
273535.388437,300.319284978,135.564108296,338.131243245,432.021583713,634.413080508,111.167305603,630.966172085,399.424339373
307526.882287,240.466470192,404.938734754,12.0360791588,581.293631875,435.649129834,406.254368409,402.358195972,467.723383028
337023.996065,60.5204179584,345.790909754,241.585604347,349.957407835,29.0905316942,638.111891002,430.177274335,891.52054396
337454.14433,144.076416157,55.9633445807,22.4268963832,665.770404392,527.224373168,658.269873512,546.568793705,973.055628187
356713.874881,116.672823347,29.03096272,113.412458398,184.324864815,350.871560636,676.001967114,567.449037877,937.366227549
330089.866462,115.811277555,768.355594682,559.989430018,645.858806045,149.535651439,936.878220428,563.117727617,917.836766127
193526.494513,551.034451892,88.981064595,541.500914845,377.784483679,220.537393039,637.109720464,505.006892603,927.282057005
315162.84984,195.005476117,74.9015485278,27.0103950456,270.326384208,227.268129112,560.2685703,465.801045523,583.141506904
275525.539393,405.598219476,59.3402925234,242.031746876,510.634343446,713.853332688,64.185768344,574.652681096,832.355904781
206689.92713,472.864387505,143.473071732,208.770338529,698.912817997,720.701939173,438.017785885,347.872763371,928.655300945
270448.552308,214.889909101,481.656066457,138.521772116,520.126060548,641.832787778,177.62170756,685.214209801,346.071512196
329197.54955,167.913893224,471.459584734,17.5784482643,574.837886372,581.027071178,109.467458386,588.108618394,142.001127596
417332.396707,353.16902102,27.8306222788,206.577573556,334.939021817,449.75544338,28.3989929401,26.5726211807,465.078535173
307359.98572,352.40225586,63.7608725161,68.3915788051,487.103733337,333.156708789,655.913578148,295.179214934,744.479119278
303100.685749,105.668531532,1.80861464173,631.980671047,55.0324997992,407.922871423,719.181661876,764.598512374,902.605651692
230659.915094,307.790254209,441.962983927,168.167963813,542.812772186,714.561212008,392.563195542,394.928608119,783.278633313
390854.848426,6.54689598785,404.93924933,9.53019363213,469.467916562,92.4019200843,566.26506361,711.599016474,687.706461998
241864.835787,532.583729403,299.503746827,386.504854597,535.182893301,560.585567418,713.370685565,431.35832057,967.953761725
214765.270236,257.743581788,358.216739198,615.549437877,347.877229776,58.0897077906,768.130189644,304.701978474,889.977421326
277393.204987,19.6856180719,476.472394198,377.669586275,614.918527351,716.782290717,418.457854525,542.860123356,799.940473372
286024.484831,372.971589526,93.2822803414,478.515751431,510.332435285,773.158817014,107.697797741,765.700613829,864.958094776
252305.612825,110.547024524,642.394926565,717.139881077,320.794314576,36.2353106063,849.234704462,718.495874826,827.831403816
369838.36419,746.007161049,560.147322819,184.908493852,987.544023959,508.289458005,967.098369443,685.040345631,900.454535831
280743.062075,309.507362246,189.283422682,592.026845522,72.6100542169,99.2569080666,814.220023194,237.14298482,955.899677151
363570.383904,312.357397605,348.435736403,431.141132601,224.085240131,459.367578101,187.020048035,435.046780224,283.045950546
223237.65537,155.780018199,51.7191975224,483.288615765,339.180901651,213.307743793,831.280901541,582.255024134,991.466158944
282008.195127,430.830461393,374.16552267,438.883504952,479.483324901,490.638651373,541.579441628,440.653119434,662.218606212
361528.114401,56.8797979899,284.7626574,242.220666243,262.195865393,209.63062523,903.811525547,164.453122292,970.142199326
352799.581962,531.152373151,509.011101853,512.111898552,545.699880646,737.840890108,673.192731831,749.151157581,689.630532259
324979.262205,306.442714639,141.371519014,573.373305225,80.9128502377,642.74319291,321.616985123,698.762347126,669.466377221
247625.889912,547.838211651,280.034414628,759.633875468,175.874556657,439.016101288,768.341267518,100.203813687,1002.52769948
279763.059808,12.9318772383,359.801034455,116.946299895,644.33869435,326.767128359,663.938996374,768.934117827,369.997967794
265833.698929,307.247034609,306.59132356,325.578907611,591.736788454,524.036970338,779.777381173,665.301562155,677.92026364
366800.966255,12.4384649631,402.828932273,200.138997761,675.976770625,65.6662761426,884.400535167,683.251686863,779.063094731
